_id,url,name,descSnippet,recentReviewsCount,recentReviewsPercent,allReviewsCount,allReviewsPercent,releaseDate,developer,publisher,popularTags,gameDetails,languages,achievements,genre,gameDescription,matureContent,minimumRequirements,recommendedRequirements,originalPrice,,,,,,,,,,,,,,,,,,
440900,https://store.steampowered.com/app/440900/Conan_Exiles/,Conan Exiles,"An online multiplayer survival game, now with mounts and mounted combat, set in the lands of Conan the Barbarian. Survive in a vast open world sandbox, build a home and kingdom, dominate your enemies in single or multiplayer.",1829,76,40122,76,"8 May, 2018",Funcom,Funcom,"Survival,Open World,Building,Nudity,Crafting,Open World Survival Craft,Multiplayer,RPG,Sandbox,Massively Multiplayer,Action,Adventure,Online Co-Op,Violent,Exploration,Singleplayer,PvP,Co-op,Fantasy,Gore","Single-player,Online PvP,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Remote Play on Tablet,Remote Play on TV","English,French,German,Spanish - Spain,Japanese,Korean,Polish,Portuguese - Brazil,Russian,Simplified Chinese,Traditional Chinese,Italian",36,"Action,Adventure,Massively Multiplayer,RPG,Simulation,Strategy,Funcom","Reviews
??..the genre has saved one of its best till last.?ùRECOMMENDED ??Eurogamer?úConan Exiles is brilliantly addictive.??/10 ??GamingRespawn?úSurvival fans must definitely check this out!??2/100 ??GameStar",New Expansion Now Available! https://store.steampowered.com/app/1206200/Conan_Exiles_Isle_of_Siptah/,Minimum:Requires a 64-bit processor and operating systemOS: Windows 7 64 Bit/ Windows 8 64 Bit/ Windows 10 64 BitProcessor: Intel Quad Core i5-2300 or AMD FX-6300Memory: 6 GB RAMGraphics: Nvidia GeForce GTX 560 (1GB) or AMD Radeon HD 7770 (1GB)DirectX: Version 11Network: Broadband Internet connectionStorage: 69 GB available space,Recommended:Requires a 64-bit processor and operating systemOS: Windows 7 64 bit / Windows 8 64 bit / Windows 10 64 bitProcessor: Intel Quad Core i7 3770K or AMD Ryzen 5 1600XMemory: 8 GB RAMGraphics: nVidia GeForce GTX 780 Ti/970 (High settings) and 1070 (Ultra settings) or AMD R9 290/AMD RX480 (High settings)DirectX: Version 11Network: Broadband Internet connectionStorage: 69 GB available space,"??45,000",,,,,,,,,,,,,,,,,,
444200,https://store.steampowered.com/app/444200/World_of_Tanks_Blitz/,World of Tanks Blitz,Action-packed MMO with PvP tank battles.,2023,80,54455,78,"9 Nov, 2016",Wargaming Group Limited,Wargaming Group Limited,"Tanks,Free to Play,Action,Multiplayer,World War II,Massively Multiplayer,War,Strategy,Shooter,PvP,Military,Simulation,Online Co-Op,Competitive,Arcade,Psychological Horror,FPS,Singleplayer,Open World,First-Person","MMO,Online PvP,Online Co-op,Cross-Platform Multiplayer,Steam Trading Cards,In-App Purchases","English,French,Italian,German,Spanish - Spain,Arabic,Czech,Finnish,Japanese,Korean,Polish,Russian,Simplified Chinese,Thai,Traditional Chinese,Turkish,Portuguese - Brazil",,"Action,Free to Play,Massively Multiplayer","Cyberpunk Battle Pass! - Operation CODE: FATAL! Check out this cyberpunk Battle Pass event and complete missions, advance through levels, and claim rewards such as a neon profile background, gold, resources, and a tank featuring unique animations.- Autumn Season 2020! Earn Coins in tournaments and exchange them for prizes.- New reticles! Pick the reticle you're most comfortable with and shoot right on target!","About This Game
							Jump into a free-to-play MMO action shooter featuring a huge roster of over 300 massive tanks, stunning graphics, and intuitive touch-screen controls. Take on short, action-packed 7-vs-7 tank battles where real and alternate histories collide-no matter where you are!World of Tanks Blitz is built specifically for optimal online mobile gameplay and is currently available on your iPhone, iPad and iPod Touch. ""The very best multiplayer you'll find for your mobile."" - Pocket Gamer""A lot of tanks, a lot of people and a lot of fun."" - IGNRequires an Internet connection and iPad 2/iPhone 4S or better to play.Features	Over 300 iconic vehicles from nations across the world	26 unique battle arenas	Strategic 7-vs-7 online multiplayer 	Free-to-win: equal access to in-game elements for everyone	Deep progression system: 10 tiers of tanks to unlock and explore	Innovative crew upgrades to enhance your tank and refine your gaming style 	Constant updates and graphical enhancements; optimization for various devices	Easy to learn, intuitive touch-screen controls	In-game and Clan chat functionality	Battle Missions that open up new, personalized challenges and let players earn bonuses and achievements	Clan functionality allowing players to unite in their pursuit of victory and invite their friends to play online Download World of Tanks Blitz now for free!For more information please visit http://wotblitz.com/.To learn¬†how and what we use your personal data for, read our¬†Privacy Policy: https://legal.eu.wargaming.net/en/privacy-policy/",,,Free to Play,,,,,,,,,,,,,,,,,,
448280,https://store.steampowered.com/app/448280/Job_Simulator/,Job Simulator,"In a world where robots have replaced all human jobs, step into the ""Job Simulator"" to learn what it was like 'to job'.",43,95,1685,89,"5 Apr, 2016",Owlchemy Labs,Owlchemy Labs,"Simulation,VR,Funny,Singleplayer,First-Person,Robots,Comedy,Physics,Memes,Sandbox,Family Friendly,Atmospheric,Sci-fi,Casual,Realistic,Action,Indie,Illuminati,Open World,Multiplayer","Single-player,Steam Achievements,Steam Trading Cards,Captions available,SteamVR Collectibles,Valve Index,HTC Vive,Oculus Rift,Windows Mixed Reality,Tracked Motion Controllers,Room-Scale","English,French,German,Japanese,Korean,Spanish - Latin America",11,,"About This Game
A tongue-in-cheek virtual reality experience for HTC Vive and Oculus Rift + Touch. In a world where robots have replaced all human jobs, step into the ""Job Simulator"" to learn what it was like 'to job'.Key Features!Throw a stapler at your boss!Learn to 'job' in four not-so historically accurate representations of work life before society was automated by robots!Use your hands to stack, manipulate, throw, and smash physics objects in an inexplicably satisfying way!Aggressively chug coffee and eat questionable food from the trash!Use the confluence of decades of VR research to accurately track your every movement to sub-millimeter precision so that you eat VR donuts, of course!Able to juggle tomatoes in real life? Do it in VR! Unable to juggle? There's no cleanup required in VR!Gain valuable life experience by firing new employees, serving slushy treats, brewing English tea, and ripping apart car engines!Have a comfortable VR experience where vomiting is solely a gameplay mechanic, not a side-effect! Work the never-ending night shift with Infinite Overtime mode!A VR-Only game!Communicate with the Owlchemy team over Twitter at @OwlchemyLabs",,,,"??20,500",,,,,,,,,,,,,,,,,,
448780,https://store.steampowered.com/app/448780/Sixtieth_Kilometer/,Sixtieth Kilometer,"You're going to work by train, but strange things happens on the way: the train stops, the pink fog appears outside and the man who came off the train immediately dies. The main characters turned out to be locked in the train without any clues about what's happening...",1234,78,,,"25 Aug, 2016",Talentplace,KishMish Games,"Visual Novel,Indie,Adventure,Nudity,Casual,Post-apocalyptic,Singleplayer,Horror,Psychological Horror,Sexual Content,Atmospheric,Story Rich,Choices Matter,Choose Your Own Adventure,Anime,Multiple Endings,Memes,Zombies,Mature,Sci-fi","Single-player,Steam Trading Cards","English,Russian",,"Adventure,Casual,Indie","About This Game
							You're going to work by train, but strange things happens on the way: the train stops, the pink fog appears outside and the man who came off the train immediately dies. The main characters turned out to be locked in the train without any clues about what's happening... Choose how to react in different situations. Speak with characters. Your actions and decisions will change the story around you. Unique atmosphere, sudden plot twists and colourful cast of characters whose attitude for you is changing depending on your actions. You can also find Android version on Google Play.About characters: Nicolay is a driver of a train. When the fog starts, his friend and assistant comes out of the train to see what's going on and gets suffocated. Nikolai is very upset about his friend's death and feels guilty because he didn't stop him. Nicolay takes over the leadership in the train and is trying to calm down the passengers. He is always trying to find the less conflict decision for any situation. Alexander Petrovich is one of the most mysterious people on the train. He has some gas mask which helps people to come out of the train for a while. Alexander is trying to get the situation under control and take down a peg everyone who is trying to interfere. Marina is an ordinary student of senior courses, going to the university. She has a pretty gentle nature, but very initiative at the same time. Eugeniy Konstantinovich is a really unpleasant man spreading the scent of booze everywhere. He takes his own opinion as the only correct one and never admits his mistakes. Trying to interfere in everything around.","Mature Content Description
The developers describe the content like this:

			This Game may contain content not appropriate for all ages, or may not be appropriate for viewing at work: Nudity or Sexual Content, General Mature Content",,,"??1,000",,,,,,,,,,,,,,,,,,
456750,https://store.steampowered.com/app/456750/The_Room_Three/,The Room Three,"Lured to a remote island, you find yourself confined within the rooms of an ominous mansion. You must draw upon all your puzzle-solving ability to navigate a series of trials devised by a mysterious figure known only as ?úThe Craftsman?? Do you have what it takes to escape?",114,96,4783,96,"13 Nov, 2018",Fireproof Games,Fireproof Games,"Puzzle,Mystery,Adventure,Indie,Point & Click,Atmospheric,Singleplayer,Lovecraftian,Hidden Object,Horror,Multiple Endings,Dark,Psychological Horror,Story Rich","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","English,French,Italian,German,Spanish - Spain,Portuguese - Brazil,Russian,Turkish",10,"Adventure,Indie","Reviews
?úThe Room Three is Fireproof Games??most ambitious, rewarding puzzle game yet. Solving puzzles across enormous spaces is incredibly satisfying and even when it was over, it lured me back in with more brilliant mysteries.?ùIGN?úFireproof Games hasn?ôt lost touch with what makes this series exciting, The Room?ôs core concept remains a constant delight and with its rich atmosphere and clever puzzles, The Room Three is engrossing and hard to put down?ùGame Informer?úCreepy, addictively infuriating and nothing short of brilliant. A cerebral puzzle game that makes you feel like you belong in Mensa?ùVICE","About This Game
							Continuing the critically acclaimed ?òThe Room??game series, Fireproof Games are proud to bring the third instalment to PC. The Room Three continues the tactile puzzle-solving gameplay of its predecessors while considerably expanding the world for the player to explore. Once again, Fireproof Games have re-built, re-textured and re-lit every asset and environment to bring the mysterious world of The Room to life.  In The Room Three you find yourself lured to a remote island, where you must draw upon all your puzzle-solving ability to navigate a series of trials devised by a mysterious figure known only as ?úThe Craftsman??Fireproof Games are a small independent team working in Guildford in the UK. We self-published our first game The Room on iPad in September 2012 and were stunned with both the critical success and our new-found fan-base, not to mention multiple international awards. The Room games have since changed our lives and we hope you enjoy playing them as much as we enjoyed making them.",,,"??6,500",,,,,,,,,,,,,,,,,,
460950,https://store.steampowered.com/app/460950/Katana_ZERO/,Katana ZERO,"Katana ZERO is a stylish neo-noir, action-platformer featuring breakneck action and instant-death combat. Slash, dash, and manipulate time to unravel your past in a beautifully brutal acrobatic display.",817,97,24988,98,"18 Apr, 2019",Askiisoft,Devolver Digital,"Platformer,Pixel Graphics,Action,Great Soundtrack,Cyberpunk,Story Rich,2D Platformer,Indie,2D,Violent,Hack and Slash,Difficult,Singleplayer,Fast-Paced,Time Manipulation,Gore,Retro,Ninja,Noir,Sci-fi","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Remote Play on Phone,Remote Play on Tablet","English,French,German,Spanish - Spain,Japanese,Korean,Portuguese - Brazil,Russian,Simplified Chinese,Traditional Chinese",22,"Action,Indie","Reviews
?úKatana Zero remains bleak, beautiful, bloody, and brilliant.??/10 ??Destructoid?úKatana ZERO is a veritable wonder.??0/10 ??Screenrant?úFew games match the execution and style like Katana Zero.??/10 ??USGamer","About This Game
Katana ZERO is a stylish neo-noir, action-platformer featuring breakneck action and instant-death combat. Slash, dash, and manipulate time to unravel your past in a beautifully brutal acrobatic display. Exceptional Combat: Overcome your opposition however the situation requires. Deflect gunfire back at foes, dodge oncoming attacks, and manipulate enemies and environments with traps and explosives. Leave no survivors. Hand-Crafted Sequences: Each level is uniquely designed for countless methods of completion. Defeat foes creatively, using spontaneous approaches to eliminate your enemy as you see fit. Unconventional Storytelling: An enigmatic story told through cinematic sequences woven into the gameplay, twisting and folding to an unexpected conclusion.","Minimum:OS: Windows 7, 8, 8.1, 10 x64Processor: Intel Pentium E2180 (2 * 2000) or equivalentMemory: 1 GB RAMGraphics: GeForce 7600 GT (256 MB)DirectX: Version 10Storage: 200 MB available space","Recommended:OS: Windows 7, 8, 8.1, 10 x64Processor: Intel Core i3-3240 (2 * 3400) or equivalentMemory: 2 GB RAMGraphics: GeForce 8800 GTS (512 MB)Storage: 200 MB available space","??15,500",,,,,,,,,,,,,,,,,,
477160,https://store.steampowered.com/app/477160/Human_Fall_Flat/,Human: Fall Flat,"Human: Fall Flat is a hilarious, light-hearted platformer set in floating dreamscapes that can be played solo or with up to 8 players online. Free new levels keep its vibrant community rewarded.",2080,95,82227,93,"22 Jul, 2016",No Brakes Games,Curve Digital,"Funny,Multiplayer,Co-op,Puzzle,Physics,Adventure,Indie,Local Co-Op,Comedy,Parkour,Local Multiplayer,Puzzle Platformer,Sandbox,Open World,Casual,Singleplayer,3D Platformer,Split Screen,Simulation,Survival","Single-player,Online PvP,Shared/Split Screen Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Stats,Remote Play on TV,Remote Play Together","English,French,German,Spanish - Spain,Russian,Italian,Simplified Chinese,Japanese,Korean,Polish,Portuguese,Portuguese - Brazil,Thai,Turkish,Ukrainian",79,"Adventure,Indie,No Brakes Games","Reviews
?úHuman: Fall Flat is the one of the most unique games that I?ôve experienced in a while.??0 ??Darkstation?úWhat I really appreciate is that there are multiple solutions to almost every puzzle.??0 ??Destructoid?úIt's just dumb fun...??9 ??IGN","About This Game
***NEW LEVEL 'GOLF' AND 'BABY' SKIN AVAILABLE NOW***Pack your clubs, clambour into the nearest cart and don't forget to practice your swing. Human: Fall Flat heads to the green in brand new level Golf!The latest Worldwide Workshop competition winning level offers anything but a relaxed tee off. These fairways throw up more than just rough grass and sandtraps! Watch out for giant clubs that propel your Human through the air and don't miss catching a ride on the windmill sail. The view is even better with seven friends online!  Human: Fall Flat is a hilarious, light-hearted physics platformer set in a world of floating dreamscapes.Each dream level provides a new environment to navigate, from mansions, castles and Aztec adventures to snowy mountains, eerie nightscapes and industrial locations. Multiple routes through each level, and perfectly playful puzzles ensure exploration and ingenuity are rewarded. Of course, your Human's wobbly movements don't make things easy, and whether you're jumping, climbing, carrying or swinging, things can easily go very wrong - with very funny results.  Should your Human fall from a rope, misjudge a platform or even get pushed off a cliff by a friend, never fear: they will simply fall back into the dream, ready to try again and again. Human: Fall Flat can be played solo or with up to 8 players online for even more laughter. What's more, regular free level releases mean there's no end to the fun in sight!FEATURES:More Humans, More Mayhem Need a hand getting that boulder on to a catapult, or need someone to break that wall? Online multiplayer for up to 8 players transforms the way Human: Fall Flat is played.A Vibrant Community Streamers and YouTubers flock to Human: Fall Flat for its unique, hilarious gameplay. Fans have watched these videos more than 0.6 Billion times!A Blank Canvas Your Human is yours to customise. With outfits from builder to chef, skydiver, miner, astronaut and ninja. Choose your head, upper and lower body and get creative with the colours!FREE GREAT CONTENT Since launch more than four brand new levels have launched free of charge with even more on the horizon. What could the next dreamscape have in store?   And The Winner Is! Winner of over 10 industry awards, Human: Fall Flat continues to delight fans for its charming co-op gameplay enjoyed by incredible numbers of players.Workshop Wonders The Human: Fall Flat Workshop, unique to Steam is a fantastic tool which, used in alongside Unity, enables players to build their own Human: Fall Flat content and share it with others around the world. Not interested in building levels, lobbies or skins yourself? You can also download and explore other people's creations directly from Steam!",Minimum:OS: Windows XP/Vista/7/8/8.1/10 x86 and x64Processor: Intel Core2 Duo E6750 (2 * 2660) or equivalent | AMD Athlon 64 X2 Dual Core 6000+ (2 * 3000) or equivalentMemory: 1024 MB RAMGraphics: GeForce GT 740 (2048 MB) or equivalent | Radeon HD 5770 (1024 MB)Storage: 500 MB available space,Recommended:OS: Windows XP/Vista/7/8/8.1/10 x86 and x64Processor: Intel Core2 Quad Q9300 (4 * 2500) or equivalent | AMD A10-5800K APU (4*3800) or equivalentMemory: 2048 MB RAMGraphics: GeForce GTX 460 (1024 MB) or equivalent | Radeon HD 7770 (1024 MB)Storage: 500 MB available space,"??16,000",,,,,,,,,,,,,,,,,,
489830,https://store.steampowered.com/app/489830/The_Elder_Scrolls_V_Skyrim_Special_Edition/,The Elder Scrolls V: Skyrim Special Edition,"Winner of more than 200 Game of the Year Awards, Skyrim Special Edition brings the epic fantasy to life in stunning detail. The Special Edition includes the critically acclaimed game and add-ons with all-new features like remastered art and effects, volumetric god rays, dynamic depth of field, screen-space reflections, and more.",2099,96,49023,92,"27 Oct, 2016",Bethesda Game Studios,Bethesda Softworks,"Open World,RPG,Adventure,Singleplayer,Fantasy,Character Customization,Dragons,Moddable,Story Rich,Magic,First-Person,Action,Atmospheric,Great Soundtrack,Third Person,Stealth,Classic,Remake,Female Protagonist,Walking Simulator","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet","English,French,Italian,German,Spanish - Spain,Polish,Traditional Chinese,Russian,Japanese",75,"RPG,Bethesda Game Studios,Bethesda Softworks","About This Game
							Winner of more than 200 Game of the Year Awards, Skyrim Special Edition brings the epic fantasy to life in stunning detail. The Special Edition includes the critically acclaimed game and add-ons with all-new features like remastered art and effects, volumetric god rays, dynamic depth of field, screen-space reflections, and more. Skyrim Special Edition also brings the full power of mods to the PC and consoles.  New quests, environments, characters, dialogue, armor, weapons and more ??with Mods, there are no limits to what you can experience.","Mature Content Description
The developers describe the content like this:

			This Game may contain content not appropriate for all ages, or may not be appropriate for viewing at work: General Mature Content",Minimum:OS: Windows 7/8.1/10 (64-bit Version)Processor: Intel i5-750/AMD Phenom II X4-945Memory: 8 GB RAMGraphics: NVIDIA GTX 470 1GB /AMD HD 7870 2GBStorage: 12 GB available space,Recommended:OS: Windows 7/8.1/10 (64-bit Version)Processor: Intel i5-2400/AMD FX-8320Memory: 8 GB RAMGraphics: NVIDIA GTX 780 3GB /AMD R9 290 4GBStorage: 12 GB available space,"??46,160",,,,,,,,,,,,,,,,,,
493340,https://store.steampowered.com/app/493340/Planet_Coaster/,Planet Coaster,"Planet Coaster¬Æ - the future of coaster park simulation games has arrived! Surprise, delight and thrill incredible crowds as you build your coaster park empire - let your imagination run wild, and share your success with the world.",779,92,33273,89,"17 Nov, 2016",Frontier Developments,Frontier Developments,"Simulation,Building,Management,Family Friendly,Sandbox,Relaxing,Strategy,Great Soundtrack,Funny,Realistic,Atmospheric,Economy,Colorful,Third Person,Singleplayer,City Builder,Casual,First-Person,God Game,3D","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud","English,French,German,Spanish - Spain,Portuguese - Brazil,Korean,Simplified Chinese,Traditional Chinese,Japanese",32,"Action,Adventure,Casual,Simulation,Strategy,Frontier Developments","Reviews
?úA game that occupies your thoughts when you're not playing it, and it's thoroughly captivating when you are.??/10 ??Gamespot?úIf you've any interest at all in theme park design, or if you thrill at the idea of being able realise your every fantastical, architectural whim (even if it's just putting down a bunch of rocks just so), then you'll likely adore Planet Coaster.?ùEurogamer?úPlanet Coaster is just about everything I could have asked for in a modern resurrection of the theme park sim genre - and then some.??.5/10 ??IGN","About This Game
							Surprise, delight and thrill crowds as you build the theme park of your dreams. Build and design incredible coaster parks with unparalleled attention to detail and manage your park in a truly living world.Piece-by-Piece Construction: Planet Coaster makes a designer out of everyone. Lay paths, build scenery, customize rides and make everything in your park unique with piece-by-piece construction and over a thousand unique building components. Landscape Sculpting: Play with nature and reshape the land beneath your feet. Sculpt the landscape to raise mountains, form lakes, dig caverns and even build islands in the sky, then weave coasters through your park above ground and below.Total Authenticity: Recreate your favorite rides or leave the real world at the door. However you love to play, the most realistic rides and most realistic reactions from your guests make Planet Coaster the most authentic simulation ever.Simulation Evolved: The deepest park simulation in gaming history rewards your skills and makes management fun. Control every aspect of your guests??experience and watch as Planet Coaster?ôs world reacts to your choices in an instant.A Living World: Every park guest is an expressive individual who thinks, feels and explores your park with their own interests and desires. Together Planet Coaster?ôs guests will tell you at a glance just how well your park is run.Park Management: You?ôre the boss with accessible controls that make management fun. Test your skills in a campaign of creative scenarios, or just build for fun and tweak your parks to surprise, delight and thrill your guests. Communal Creation: Planet Coaster links coaster fanatics and creators around the world with the Steam Workshop community hub. Trade scenery, rollercoasters and even entire parks with other players, and add the world?ôs wildest creations to your own park.Be Inspired: Discover new content from the world?ôs best coaster park creators every day. Browse and download content from your favorite creators, or choose from the latest designs selected by the Planet Coaster dev team.Share Your Creativity: Whether it?ôs a magnificent ice cream shop or the world?ôs most thrilling coaster, build it, name it and share it with the planet. Join a community of creators and see your designs appear in parks around the world.",Minimum:Requires a 64-bit processor and operating systemOS: Windows 7 (SP1+)/8.1/10 64bitProcessor: Intel i5-2300/AMD FX-4300Memory: 8 GB RAMGraphics: nVidia GTX 560 (2GB)/AMD Radeon 7850 (2GB)DirectX: Version 11Storage: 8 GB available space,Recommended:Requires a 64-bit processor and operating systemOS: Windows 7 (SP1+)/8.1/10 64bitProcessor: Intel i7-4770/AMD FX-8350Memory: 12 GB RAMGraphics: nVidia GTX 980 (4GB)/AMD R9 380 (4GB)DirectX: Version 11Storage: 8 GB available space,"??48,750",,,,,,,,,,,,,,,,,,
502500,https://store.steampowered.com/app/502500/ACE_COMBAT_7_SKIES_UNKNOWN/,ACE COMBAT??7: SKIES UNKNOWN,Become an ace pilot and soar through photorealistic skies with full 360 degree movement; down enemy aircraft and experience the thrill of engaging in realistic sorties! Aerial combat has never looked or felt better!,560,89,11599,83,"31 Jan, 2019",BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,"Flight,Action,Great Soundtrack,Story Rich,Singleplayer,Arcade,Multiplayer,Military,Simulation,Jet,War,Controller,Shooter,First-Person,Silent Protagonist,Sci-fi,VR,Third Person,Anime,Strategy","Single-player,Online PvP,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","English,French,Italian,German,Spanish - Spain,Japanese,Polish,Portuguese - Brazil,Russian,Korean,Traditional Chinese,Spanish - Latin America",49,"Action,Simulation,BANDAI NAMCO Studios Inc.","Digital Deluxe Edition ACE COMBAT??7: SKIES UNKNOWN Deluxe Edition includes the full ACE COMBAT??7: SKIES UNKNOWN game and six additional content packs eligible to the Season Pass.Deluxe Edition Bonus:- 8 emblems (Aquila, Aquila: Low Vis., Wardog, Wardog: Low Vis., Garuda, Garuda: Low Vis., Gryphus, Gryphus: Low Vis.)","About This Game
Purchase ACE COMBAT??7: SKIES UNKNOWN and get the playable F-104C: Avril DLC as a bonus.Become an ace pilot and soar through photorealistic skies with full 360 degree movement; down enemy aircraft and experience the thrill of engaging in realistic sorties! Aerial combat has never looked or felt better!Project Aces aims to revolutionize the sky with this entry in the series, offering an experience so immersive it feels like you're piloting an actual aircraft! Weather and the environment affect your aircraft and the HUD, adding a sense of extreme realism never felt before in a flight combat game. Epic dogfights await!",Minimum:Requires a 64-bit processor and operating systemOS: Windows 7 / 8 / 8.1 / 10 (64-bit OS required)Processor: Intel Core i3-7100Memory: 4 GB RAMGraphics: NVIDIA GeForce GTX 750Ti(2GB)DirectX: Version 11Network: Broadband Internet connectionStorage: 50 GB available spaceSound Card: DirectX 11 sound cardAdditional Notes:,Recommended:Requires a 64-bit processor and operating systemOS: Windows 7 / 8 / 8.1 / 10 (64-bit OS required)Processor: Intel Core i5-7500Memory: 8 GB RAMGraphics: NVIDIA GeForce GTX 1060 (3GB)DirectX: Version 11Network: Broadband Internet connectionStorage: 50 GB available spaceSound Card: DirectX 11 sound cardAdditional Notes:,"??54,800",,,,,,,,,,,,,,,,,,
508440,https://store.steampowered.com/app/508440/Totally_Accurate_Battle_Simulator/,Totally Accurate Battle Simulator,Totally Accurate Battle Simulator is a wacky physics-based tactics game. Experience accurate warfare through the ages. TABS uses state of the art physics-based simulation to provide you with never-before-seen insight to our greatest battles of history.,2187,98,37325,97,"1 Apr, 2019",Landfall,Landfall,"Simulation,Funny,Sandbox,War,Strategy,Singleplayer,Action,Physics,Comedy,Medieval,Indie,Casual,Memes,Adventure,Realistic,Difficult,Early Access,Fighting,1980s,Family Friendly","Single-player,Partial Controller Support,Remote Play on Phone,Remote Play on Tablet",English,,"Indie,Simulation,Strategy,Early Access","About This Game
Totally Accurate Battle Simulator is a wacky physics-based tactics game. Experience accurate warfare through the ages, TABS uses state of the art physics-based simulation to provide you with never-before-seen insight to our greatest battles of history.- ""This doesn't look like real history at all""- ""At least the helmets look correct""- ""What are you doing in my office? GET OUT""FeaturesCampaignSandbox modeA bunch of silly unitsWorkshop with a Campaign and battle creator",,Minimum:Requires a 64-bit processor and operating systemOS: Windows 7Processor: Intel Core i5-2400 @ 3.1 GHz or AMD FX-6300 @ 3.5 GHz or equivalentMemory: 8 GB RAMGraphics: NVIDIA GeForce GTX 670 or AMD R9 270 (2GB VRAM with Shader Model 5.0 or better)DirectX: Version 10Storage: 4 GB available spaceAdditional Notes: Only runs on 64 bit systems,Recommended:Requires a 64-bit processor and operating systemOS: Win 10Processor: Intel Core i7-4770 @ 3.4 GHz or AMD Ryzen 5 1600 @ 3.2 GHz or equivalentMemory: 8 GB RAMGraphics: NVIDIA GeForce GTX 970 or AMD R9 290X (4GB VRAM with Shader Model 5.0 or better)DirectX: Version 11Storage: 6 GB available spaceAdditional Notes: Only runs on 64 bit systems,"??15,500",,,,,,,,,,,,,,,,,,
524220,https://store.steampowered.com/app/524220/NieRAutomata/,"NieR:Automata??""NieR: Automata tells the story of androids 2B"," 9S and A2 and their battle to reclaim the machine-driven dystopia overrun by powerful machines.""",679,93,47870,86,"17 Mar, 2017",Square Enix,Square Enix,"Great Soundtrack,Story Rich,Female Protagonist,Action,Hack and Slash,RPG,Open World,JRPG,Anime,Post-apocalyptic,Singleplayer,Robots,Atmospheric,Sci-fi,Nudity,Spectacle fighter,Adventure,Bullet Hell,Character Action Game,Violent","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet","English,French,Italian,German,Spanish - Spain,Japanese",47,"Action,RPG,Square Enix,PlatinumGames Inc.","Reviews
?úRiveting and gratifying combat??/10 ??Gamespot?úA breath of fresh air??.5/5 ??GamesRadar+?úBold, ambitious, and surprising?ùRecommended ??Eurogamer","NieR:Automata??Game of the YoRHa Edition The NieR:Automata??Game of the YoRHa Edition includes the game itself and comes packed with DLC and bonus content for the full experience of the award-winning post-apocalyptic action RPG, including:3C3C1D119440927 DLC*Valve Character AccessoryCardboard Pod SkinRetro Grey Pod SkinRetro Red Pod SkinGrimoire Weiss PodMachine Mask AccessoryExclusive set of wallpapers in the following sizes: 1024 x 768, 1280 x 1024, 1920 x 1080, 2560 x 1600*To enjoy this content you will need to have progressed a certain way into the main story of the game. There are also some scenes during the progression of the main game scenario in which this content cannot be accessed.","Minimum:OS: Windows 7 /8.1 /10 64bitProcessor: Intel Core i3 2100 or AMD A8-6500Memory: 4 GB RAMGraphics: NVIDIA GeForce GTX 770 VRAM 2GB or AMD Radeon R9 270X VRAM 2GBDirectX: Version 11Network: Broadband Internet connectionStorage: 50 GB available spaceSound Card: DirectX¬Æ 11 supportedAdditional Notes: Mouse, keyboard and game pad (XInput only). Screen resolution: 1280x720. This product only supports MS-IME keyboard input. There is a possibility that other IME will not function correctly with it.","Recommended:OS: Windows 8.1 /10 64bitProcessor: Intel Core i5 4670 or AMD A10-7850KMemory: 8 GB RAMGraphics: NVIDIA GeForce GTX 980 VRAM 4GB or AMD Radeon R9 380X VRAM 4GBDirectX: Version 11Network: Broadband Internet connectionStorage: 50 GB available spaceSound Card: DirectX¬Æ 11 supportedAdditional Notes: Mouse, keyboard and game pad (XInput only). Screen resolution: 1920x1080. Depending on the monitor and PC graphics card environment and setup used, this title can expand its display resolution to 4K. However, please be aware that 4K resolutions are not officially supported. This product only supports MS-IME keyboard input. There is a possibility that other IME will not function correctly with it.","??5,900", heal a broken land, and discover Ori?ôs true destiny. From the creators of the acclaimed action-platformer Ori and the Blind Forest comes the highly anticipated sequel. Embark on an all-new adventure in a vast world filled with new friends and foes that come to life in stunning, hand-painted artwork. Set to a fully orchestrated original score," Ori and the Will of the Wisps continues the Moon Studios tradition of tightly crafted platforming action and deeply emotional storytelling.""",,Minimum:OS: Windows 10 Version 18362.0 or higherProcessor: AMD Athlon X4 | Intel Core i5 4460Memory: 8 GB RAMGraphics: Nvidia GTX 950 | AMD R7 370DirectX: Version 11Storage: 20 GB available space,Recommended:OS: Windows 10 Version 18362.0 or higherProcessor: AMD Ryzen 3 | Intel i5 SkylakeMemory: 8 GB RAMGraphics: Nvidia GTX 970 | AMD RX 570DirectX: Version 11Storage: 20 GB available space,"??29,900",,,,,,,,,,
